"Published on","Unique ID","Target","Indicator","Indicator Type","Disaggregation","Year","Unit","Value","Footnote","Comments"
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2002","index","0.960706438888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2001","index","0.961149563888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2003","index","0.960441163888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2006","index","0.959121654166667","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2012","index","0.956965047401357","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2010","index","0.95762681305512","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2020","index","0.954307313659456","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2016","index","0.955471897323639","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2007","index","0.958676066666667","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2004","index","0.959947594444444","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2005","index","0.959492311111111","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2011","index","0.957290743199054","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2019","index","0.954554834450205","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2008","index","0.958220972692014","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2017","index","0.95511281320708","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2014","index","0.956201844037837","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2021","index","0.953980828293696","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2024","index","0.953211011358951","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2018","index","0.954886194027913","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2009","index","0.957933274602852","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2015","index","0.955850953791408","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2013","index","0.956544400301044","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2023","index","0.953533068766272","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.3 Red List Index","headline","","2022","index","0.95379517042556","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2021","%","24.5","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2021","%","0.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2021","%","2.9","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2021","%","73.9","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2024","%","13.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2022","%","3.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","TF1 Palustrine wetlands biome","2024","%","1.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2023","%","84","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2023","%","13.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2024","%","0.2","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2021","%","0.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","TF1 Palustrine wetlands biome","2023","%","1.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2024","%","2.4","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2022","%","0.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2024","%","84","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2023","%","9","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2022","%","73.6","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2023","%","2.4","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2022","%","0.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2023","%","0.2","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT03. By 2030, 30% of the country's total area will be included in the special protected area network, representing major ecosystem types and strengthening ecological connectivity.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2022","%","24.5","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","million USD","270.03","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2024","million USD","766.29","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","million USD","782.01","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","million USD","296.99","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","million USD","783.21","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2021","%","0.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2022","%","0.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2022","%","73.6","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2022","%","0.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2023","%","13.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2021","%","0.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2023","%","9","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2023","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian gazelle (Procapra gutturosa)","2021","Proportion (0–1)","0.5","[1]",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2024","%","0.2","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2021","%","24.5","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2024","%","13.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2024","%","84","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2021","%","2.9","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2023","%","84","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","TF1 Palustrine wetlands biome","2024","%","1.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2024","%","2.4","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2022","%","24.5","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2022","%","3.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2023","%","2.4","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2025","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2024","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2023","%","0.2","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2021","%","73.9","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2021","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.2 Extent of natural ecosystems","headline","TF1 Palustrine wetlands biome","2023","%","1.1","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2020","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2022","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","1993","index","0.965334310308466","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","1998","index","0.962705480555555","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","1994","index","0.964957474400314","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","1995","index","0.964499802777778","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","1997","index","0.9633195","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","1996","index","0.963900405741422","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2006","index","0.959121654166667","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2003","index","0.960441163888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2009","index","0.957933274602852","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2005","index","0.959492311111111","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2001","index","0.961149563888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2000","index","0.961572822222222","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2004","index","0.959947594444444","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","1999","index","0.962091461111111","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2011","index","0.957290743199054","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2002","index","0.960706438888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2010","index","0.95762681305512","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2013","index","0.956544400301044","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2012","index","0.956965047401357","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2008","index","0.958220972692014","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2007","index","0.958676066666667","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2014","index","0.956201844037837","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2023","index","0.953533068766272","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2015","index","0.955850953791408","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2024","index","0.953211011358951","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2021","index","0.953980828293696","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2019","index","0.954554834450205","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2020","index","0.954307313659456","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2022","index","0.95379517042556","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2016","index","0.955471897323639","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2018","index","0.954886194027913","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.3 Red List Index","headline","","2017","index","0.95511281320708","",""
